Handle,Title,Body (HTML),Variant Price,Image Src,base_price,Demand ,Season,category,Vendor,Subcategory
Sun Designer Powder,By Terry,"By Terry Sun Designer Powder is a Blush. There are 24 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2017/03/by-terry_savannah-love_009_product.jpg,,,,,By Terry,
Soft Serve Shadow,MAC,"Delectable Soft Serve shades each layer smoothly onto the lid with buildable colour thatâ€™s long-wearing, non-creasing and simple delicious.","
Cream
",https://www.temptalia.com/wp-content/uploads/2016/05/mac_bestmakeup001.jpg,,,,,MAC,
Aqua XL Eye Pencil,Make Up For Ever,"This innovative formula is waterproof and long lasting, gives you intense, rich colors and and ultra smooth glide for easy application. The line is super-precise and ultra-resistant, while the creamy texture blends easily with a brush for a soft, blurry finish. Choose your shade from five XL finishes: matte,
satiny, iridescent, metallic or diamond.","
Pencil
",https://www.temptalia.com/wp-content/uploads/2016/05/makeupforever_d12aqualinerxl001.jpg,,,,,Make Up For Ever,
Threads of Silk Powder,Edward Bess,"Meet a skin perfecting marvel â€“ a finely milled complexion enhancer woven with silk fibers to infuse the skin with luster and leave it more radiant that ever before. Exquisitely crafted in the northern region of Italy, this satiny smooth powder is as soft and luxurious as silk, one of the finest and most highly cultivated fabrics in the world. Woven with actual silk fibers, this multi-tasker adds warmth and dimension to the face and eyes, allowing features to take on a new vitality. Optical light reflectors mimicking those found in silk threads deflect light to blur away imperfections and bestow luster for skin that rivals real silk.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/05/edwardbess_bellissima001.jpg,,,,,Edward Bess,
Dare Hue! Brow Pencil,MAC,"MAC Dare Hue! Brow Pencil is a Brow that retails for $16.50 and contains 0.04 oz. There are 6 shades that have been released, which you can select from below.","
Pencil
",https://www.temptalia.com/wp-content/uploads/2016/05/mac_blondenotbland001.jpg,,,,,MAC,
Les Beiges Healthy Glow Multi-Colour,Chanel,"Create a desert-rose glow with this versatile, lightweight powder â€” two shades offer a contouring or highlighting effect with a sheer, natural finish.","
Cheek Palette
",https://www.temptalia.com/wp-content/uploads/2016/05/chanel_lesbeigesduoone001.jpg,,,,,Chanel,
Les Beiges Healthy Glow Powder,Chanel,"Chanel Les Beiges Healthy Glow Powder is a Blush. There are 4 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/05/chanel_lesbeigesduoone008.jpg,,,,,Chanel,
Pro Sculpting CrÃ¨me Duo,MAC,"MAC Pro Sculpting CrÃ¨me Duo is a Face Palette that retails for $33.00. There are 1 shades that have been released, which you can select from below.","
Face Palette
",https://www.temptalia.com/wp-content/uploads/2016/05/mac_tryphaenaduo001.jpg,,,,,MAC,
Pro Sculpting CrÃ¨me Highlight,MAC,"MAC Pro Sculpting CrÃ¨me Highlight is a Highlighter. There are 1 shades that have been released, which you can select from below.","
Cream
",https://www.temptalia.com/wp-content/uploads/2016/05/mac_tryphaenaduo005.jpg,,,,,MAC,
Pro Sculpting CrÃ¨me Contour,MAC,"MAC Pro Sculpting CrÃ¨me Contour is a Contour. There are 1 shades that have been released, which you can select from below.","
Cream
",https://www.temptalia.com/wp-content/uploads/2016/05/mac_tryphaenaduo007.jpg,,,,,MAC,
Baked Blush-n-Brighten,Laura Geller,"Our famous Baked blush creates a gorgeous flush, no matter the season. Made by Italian artisans, it starts as a cream baked for 24 hours on a terracotta tile then hand-finishedâ€”resulting in a smooth, long-wearing formula. Paraben-free, with skin-loving antioxidants Centella Asiatica and White Tea Extracts.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/05/laurageller_boysenberry001.jpg,,,,,Laura Geller,
Alter Ego Lip Gloss,LORAC,"Instantly transform your look with LORAC Alter Ego Lip Gloss. These sexy and playful lip glosses coat your lips in highly-pigmented, glossy color with a soft Vanilla scent. Alter Ego Lip Gloss contains antioxidants such as Acai Berry, Pomegranate, Grape Seed Extract, and Vitamins C and E. Whether you wish to be a Free Spirit, a Goddess or a Vixen (even if just for a night), Alter Ego Lip Gloss comes in a gorgeous range of colors from soft nudes to vivid hues to create any look you covet. Embrace your every identity and dress up your lips with LORAC.","
Lipgloss
",https://www.temptalia.com/wp-content/uploads/2017/02/lorac_barista_001_product.jpg,,,,,LORAC,
Face Palette,Becca,"This palette gives you all the glow you could wantâ€”all in one place. This limited-edition, covetable BECCA x Jaclyn Hill Champagne Collection Face Palette features five shades of highlighter and blush to illuminate all skintones, allowing you to customize your looks. Get the iconic Champagne Pop and new shades designed by Jaclyn Hill. It includes two Highlighter shades, two Mineral Blush shades, and a Luminous Blush hue in RosÃ© Spritz for a pop of color. Mix and match the shades to create endless layers of light and color for your perfect, custom glow. Just sweep the creamy powders across the face, or layer them to highlight your favorite features with universally flattering shades. This palette is perfect for achieving your own, glowing look.","
Cheek Palette
",https://www.temptalia.com/wp-content/uploads/2016/05/becca_champagneface001.jpg,,,,,Becca,
Color Sensational The Loaded Bolds Lip Color,Maybelline,"Maybelline's Color Sensational The Loaded Bolds Lip Color delivers one-stroke intensity with hyper-color pigments and an opaque, creamy clay base.","
Lipstick
",https://www.temptalia.com/wp-content/uploads/2016/05/maybelline_750wickedlywhite001.jpg,,,,,Maybelline,
Eye Palette 5-Pan,Becca,"Becca Eye Palette 5-Pan is a Eye Palette. There are 1 shades that have been released, which you can select from below.","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/05/becca_champagneeyepalette001.jpg,,,,,Becca,
Bronzer Powder,Sephora,"These exceptional bronzing powders feature an embossed sun pattern and a smooth, ultra-sheer texture to blend perfectly with skin for an ultra-natural, healthy glow that lasts. The matte or subtly shimmering shades create a natural, tanned effect that is extremely blendable and doesnâ€™t streak. ","
Powder
",https://www.temptalia.com/wp-content/uploads/2018/04/sephora_anguilla_001_product.jpg,,,,,Sephora,
Mini Lip Gloss Set,Anastasia,"Six mini tubes of opaque, high-shine lip color in all-new summer shades. Use the flat, sponge-tip applicator to apply Anastasia Beverly Hills Summer Mini Lip Gloss for a multi-dimensional, highly pigmented look. ","
Lip Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/anastasia_summer2016glossset001.jpg,,,,,Anastasia,
Summer 2016 Palette,Tarte,"Tarte Summer 2016 Palette is a Makeup Palette that retails for $45.00 and contains 0.65 oz. There are 1 shades that have been released, which you can select from below.","
Makeup Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/tarte_swampqueen001.jpg,,,,,Tarte,
Amazonian Clay Highlighter,Tarte,"Tarte Amazonian Clay Highlighter is a Highlighter. There are 4 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/tarte_swampqueen017.jpg,,,,,Tarte,
Blush,Makeup Geek,"Get cheeky! Soft and subtle to bright and bold, Makeup Geek Blushes blend effortlessly into the skin to add the perfect dose of radiance to your cheeks. Their finely milled powder guarantees a smooth, buttery feel and a flawless application, every time. Rich pigmentation combined with a fade-resistant formula offers buildable, long-lasting color. This Talc-free formula is also great for sensitive skin.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/makeupgeek_bliss001.jpg,,,,,Makeup Geek,
La Petite Robe Noire Lip Colour,Guerlain,"Deliciously shiny and absolutely irresistible, Guerlain La Petite Robe Noire Lipstick is a buildable, lightweight lipstick filled with ultra-luminous and ultra-shiny pigments. The full-comfort formula is available in a range of vibrant and twisted shades, and gives your lips a natural to sophisticated look, depending on how you build it. It's also delicately scented with the brand's fruity and floral La Petite Robe Noire fragrance.","
Lipstick
",https://www.temptalia.com/wp-content/uploads/2016/06/guerlain_lapetiterobenoirlipstick001.jpg,,,,,Guerlain,
The Neo-Bronzer,Kevyn Aucoin,"From legendary makeup artist Kevyn Aucoin, this three-in-one palette has everything you need to achieve a sun-kissed complexion in just one swipe. The highlighter, blush, and bronzer shades maximize skinâ€™s glow with vibrant, luminous color.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/kevynaucoin_capribronzer001.jpg,,,,,Kevyn Aucoin,
5-Colors Eye Shadow Palette,Makeup Atelier,"Talc, Magnesium Stearate, Cyclomethicone, Dimethicone, Paraffinum Liquidum, Hydrogenated Polyisobutene, Benzyl Alcohol, Dehydroacetic Acid. May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77491, CI 77499), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ultramarines (CI 77007), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140), Ferric Ferrocyanide (CI 77510), Bismuth Oxychloride (CI 77163), Manganese Violet (CI 77742), Yellow 6 Lake (CI 15985)","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/makeupatelier_t18amazon001.jpg,,,,,Makeup Atelier,
Eye Shadow,Makeup Atelier,"Makeup Atelier's eyeshadows provide long-lasting wear that is highly pigmented and intense in color. They are resistant to water, tears and perspiration.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/makeupatelier_t01snude004.jpg,,,,,Makeup Atelier,
Glow Subtil Silky CrÃ¨me Highlighter,Lancome,"Glow Subtil's silky cream highlighter gives a delicate, refined glow to skin that highlights and illuminates your natural skintone. The highlighter allows for a vibrant, luminous color that adds a touch of radiance or can be layered for an intense glow so you can create a custom, soft-focused glow without a chalky or glitter-packed finish. Enriched with a unique blend of skin conditioning agents and light-diffusing particles, this easy-to-apply cream formula melts into your skin while remaining non-greasy and non-tacky. ","
Cream
",https://www.temptalia.com/wp-content/uploads/2016/06/lancome_glowinglights001.jpg,,,,,Lancome,
Fall 2016 Amazonian Clay Palette,Tarte,"A limited-edition, longwearing eyeshadow palette for day to play looks. ","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/tarte_youngpalette001.jpg,,,,,Tarte,
Highlighting Powder,Catrice,"Get Glowing! The Catrice Highlighting Powder comes as a soft and velvety powder with a pearl effect. This innovation leaves radiant light reflections as well as a soft glow on the skin. Apply to all the areas of the face that want to shine a bit brighter - cheekbones, brown bone and inner corner of the eye. Paraben free. Not tested on animals.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/catrice_020champagnecampaign001.jpg,,,,,Catrice,
Dual-Intensity Blush Palette,NARS,"NARS Dual-Intensity Blush Palette is a Cheek Palette that retails for $59.00 and contains 0.32 oz. There are 1 shades that have been released, which you can select from below.","
Cheek Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/nars_summer2016blushpalette001.jpg,,,,,NARS,
Uplighting Illuminating Powder,Clinique,"This sheer illuminating powder is infused with soft-focus pigments to flatter all skin types with a candle-lit, radiant glow. Wear it alone, as a finishing powder after foundation, or as a highlighter only where you want it. ","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/clinique_goldenglow001.jpg,,,,,Clinique,
Be Legendary Cream Lipstick,Smashbox,Our Be Legendary blend of intense pigments and luxurious emollients saturates lips with brilliant color that looks amazing and feels feather-light. We created and tested every hue in our L.A. photo studio to guarantee color stays true in photographs and stays put throughout an all day shoot. ,"
Lipstick
",https://www.temptalia.com/wp-content/uploads/2016/06/smashbox_audition001.jpg,,,,,Smashbox,
Be Legendary Matte Lipstick,Smashbox,Our Be Legendary blend of intense pigments and luxurious emollients saturates lips with brilliant color that looks amazing and feels feather-light. We created and tested every hue in our L.A. photo studio to guarantee color stays true in photographs and stays put throughout an all day shoot,"
Lipstick
",https://www.temptalia.com/wp-content/uploads/2016/06/smashbox_mauvematte001.jpg,,,,,Smashbox,
Highlighting Powder,Bobbi Brown,"Inspired by the golden pink hues of a Telluride sunset, this light-reflective powder delivers high-impact, buildable radiance. Comes in a limited-edition mirrored compact.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/bobbibrown_afternoonglow001.jpg,,,,,Bobbi Brown,
10-Color Eye Palette,YSL,"10-Color Expert Eye Palette. This palette was directly inspired by the fabrics of Yves Saint Laurent's creative studio in Paris. From pale to deep and matte to shimmery, create infinite signature YSL looks. The long, sleek couture case also features a dual ended expert applicator for optimal flexibility and color payoff.","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/ysl_03parispalette001.jpg,,,,,YSL,
Ultra Metallic Liquid Lipstick,Colour Pop,"Ultra Metallic Lip is a super intense metalized liquid lipstick that is dripping with high impact metallic pearls. This non-drying formula was created to be luxurious, smooth and leave a super comfortable feel on the lips. While the formula is not completely transfer resistant, it is extremely long wearing!","
Liquid
",https://www.temptalia.com/wp-content/uploads/2016/06/colourpop_3way001.jpg,,,,,Colour Pop,
Highlighting Palette,Sleek MakeUP,"Mica, Talc, Dimethicone, Ethylhexyl Palmitate, Ozokerite, Magnesium Stearate, Isononyl Isononanoate, Nylon 12, Caprylyl Methicone, Paraffinum Liquidum, Polybutene, Magnesium Aluminium Silicate, Methylparaben, Propylparaben. May Contain +/- Titanium Dioxide (Ci 77891), Red Iron Oxide (Ci 77491), Yellow Iron Oxide (Ci 77492), Black Iron Oxide (Ci 77499), Ferric Ferrocyanide (Ci 77510).","
Cheek Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/sleekmakeup_solsticepalette001.jpg,,,,,Sleek MakeUP,
Cream Highlighter,Sleek MakeUP,"Sleek MakeUP Cream Highlighter is a Highlighter. There are 1 shades that have been released, which you can select from below.","
Cream
",https://www.temptalia.com/wp-content/uploads/2016/06/sleekmakeup_solsticepalette007.jpg,,,,,Sleek MakeUP,
Baked Highlighter,Sleek MakeUP,"Sleek MakeUP Baked Highlighter is a Highlighter. There are 2 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/sleekmakeup_solsticepalette010.jpg,,,,,Sleek MakeUP,
Powder Highlighter,Sleek MakeUP,"Sleek MakeUP Powder Highlighter is a Highlighter. There are 1 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/sleekmakeup_solsticepalette013.jpg,,,,,Sleek MakeUP,
Couture Contouring Palette,YSL,"Define and highlight your best features with YSL Couture Contouring Palette. Create a customized, naturally sculpted look with the matte contour shade to shape and the light highlighting shade to illuminate. The creamy powder formula blends effortlessly into skin, allowing for a flawless natural application without any harsh lines. Use the deeper shade to add buildable definition on areas of the face you want to slim and define, such as the hollows of the cheeks, jawline, and sides of the nose. The lighter shade illuminates areas of the face you wish to highlight, including the tops of cheekbones, under the brow, and the cupids bow. Made in France.","
Makeup Palette
",https://www.temptalia.com/wp-content/uploads/2016/06/ysl_1goldencontouring001.jpg,,,,,YSL,
Couture Contouring Contour Powder,YSL,"YSL Couture Contouring Contour Powder is a Contour. There are 2 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/ysl_1goldencontouring006.jpg,,,,,YSL,
Couture Contouring Highlight Powder,YSL,"YSL Couture Contouring Highlight Powder is a Highlighter. There are 2 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/ysl_1goldencontouring009.jpg,,,,,YSL,
Velvet Eyeliner,NARS,"Velvet Eyeliners add rich dimension with pigments that glide on smooth and blend evenly, creating the perfect base for smoky lids or a fine line for a bold look.","
Pencil
",https://www.temptalia.com/wp-content/uploads/2016/06/nars_blackmoon001.jpg,,,,,NARS,
Powder Blush (Small),MAC,"MAC Powder Blush (Small) is a Blush that retails for $16.00 and contains 0.05 oz. There are 5 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/06/mac_brightpink001.jpg,,,,,MAC,
Lipstick,Dose of Colors,A richly pigmented full-coverage lipstick with a creamy satin finish.,"
Lipstick
",https://www.temptalia.com/wp-content/uploads/2016/07/doseofcolors_darksecret001.jpg,,,,,Dose of Colors,
Baked Highlighter,Dose of Colors,"Create an illuminating look with our lightweight, shimmering baked highlighter. The Dose of Colors Baked Highlighters help skin appear youthful, healthy and clear.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/07/doseofcolors_pearldust001.jpg,,,,,Dose of Colors,
Sized to Go Lipglass,MAC,A gloss in a wide colour range that can create a glass-like finish or a subtle sheen. All Sized to Go products are totally tote-able in an airport-friendly size of 30ml or less.,"
Lipgloss
",https://www.temptalia.com/wp-content/uploads/2016/07/mac_fashionpunch001.jpg,,,,,MAC,
Amore Metallics Lip CrÃ¨me,Milani,"Paint your pout with gilded glamour. Introducing 8 limited edition shades of new metallic matte liquid lip crÃ¨me. Bold and richly pigmented, these metallic liquid lip colors shine with a soft luster and dry to a smooth matte finishâ€”without drying out your lips. Waterproof and kiss-approved, each Amore Mattallics Lip CrÃ¨me delivers up to 16 hours of wear. Remove with an oil-based longwear lip color remover. ","
Liquid
",https://www.temptalia.com/wp-content/uploads/2016/07/milani_01chromaticaddict001.jpg,,,,,Milani,
Fall 2016 Eyeshadow Palette,Kat Von D,"Serpentina Eyeshadow Palette captures the opulence and beauty of ancient Egypt with a versatile designâ€”unlike any other Kat Von D palette. The configuration features eight pressed powders in matte and metallic shimmer finishes, plus a removable jar of gold loose pigment for ultimate versatility. This signature triple-milled, high-pigment eye shadow formula delivers instant, true color payoff and silky blendability, so you can experiment with layering and mix and match finishes for a stunning dimensional look. Then, let your creativity run wild with Prophet, the gold loose pigment. From gilding lids to flecking brows, this little pot takes Serpentina to the next level. With exclusive artwork hand-drawn by Kat Von D, this palette will inspire you to channel your inner Egyptian queen to create rich, jeweled eye looks. ","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/07/katvond_serpentinapalette001.jpg,,,,,Kat Von D,
Loose Pigment,Kat Von D,"Kat Von D Loose Pigment is a Eyeshadow. There are 1 shades that have been released, which you can select from below.","
Loose
",https://www.temptalia.com/wp-content/uploads/2016/07/katvond_serpentinapalette029.jpg,,,,,Kat Von D,
Eye Pigment,Milk Makeup,"Highly pigmented, long wear cream shadow in a portable tube delivers attention-grabbing color in one swipe. Hyper pearlescent micas create dimensional looks that can be as refined or rebellious as you want. Use fingertips to dab onto lid and blend, layer to intensify. Formula stays put and will not crease. Can also be used as a long wear liner if applied along the upper or lower lash line.","
Cream
",https://www.temptalia.com/wp-content/uploads/2017/05/milk-makeup_gig_001_product.jpg,,,,,Milk Makeup,
Long-Wear Lip CrÃ¨me Liquid Lipstick,Jouer,"This weightless, long-wear liquid lipstick offers full coverage color with a soft-touch finish that glides on smoothly and lasts all day.","
Liquid
",https://www.temptalia.com/wp-content/uploads/2017/04/jouer_blush_001_product.jpg,,,,,Jouer,
Long Wear Lip Topper,Jouer,Long-Wear Lip Topper with Coconut Oil. This weightless lip topper instantly refreshes and adds shimmer to your favorite lip color. Wear alone or pair with Jouer Long-Wear Lip CrÃ¨me,"
Lipgloss
",https://www.temptalia.com/wp-content/uploads/2017/05/jouer_frost-bite_001_product.jpg,,,,,Jouer,
Eyeshadow,BH Cosmetics,"BH Cosmetics Eyeshadow is a Eyeshadow. There are 352 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2017/06/bh-cosmetics_carli-bybel-deluxe-edition-1_010_product.jpg,,,,,BH Cosmetics,
Spectrum Eyeshadow Palette,Zoeva,"Talc, Zinc Stearate, Mica (Ci 77019), Octyldodecyl Stearoyl Stearate, Polybutene, Octyldodecanol, Phenoxyethanol, Tocopheryl Acetate, Lauroyl Lysine, Dehydroacetic Acid, [May Contain. +/- CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 77288 (Chromium Oxide Greens), CI 19140 (Yellow 5 Lake), CI 77742 (Manganese Violet), CI 77007 (Ultramarines), CI 77499 (Iron Oxides), CI 77492 (Iron Oxides), CI 42090 (Blue 1 Lake), CI 75470 (Carmine), CI 16035 (Red 40 Lake), CI 77510 (Ferric Ferrocyanide)].","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2017/08/zoeva_matte-spectrum_001_palette.jpg,,,,,Zoeva,
28-Color Eyeshadow Palette,BH Cosmetics,"Talc, Dimethicone, Silica, Isopropyl Palmitate, Diisostearyl Malate, Squalane, Magnesium Stearate, Tocopheryl Acetate, Phenoxyethanol, Ethylhexylglycerin. May Contain/Peut Contenir [+/-: Mica, Titanium Dioxide (CI 77891), Chromium Oxide Green (CI 77288), Chromium Hydroxide Green (CI 77289), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Yellow 5 Lake (CI 19140:1), Blue 1 Lake (CI 42090:2), Ultramarines (CI 77007)]","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2017/06/bh-cosmetics_club-tropicana_001_palette.jpg,,,,,BH Cosmetics,
Liquid Suede Cream Lipstick,NYX,"Doll up your lips in plush and vibrant color! NYX Professional Makeup's Liquid Suede Cream Lipstick glides on and sets into a striking matte finish. Velvety soft and waterproof, this long-lasting lippie creates a positively polished look with every swipe.","
Liquid
",https://www.temptalia.com/wp-content/uploads/2018/03/nyx-professional-makeup_liquid-suede-cream-lipstick_alien.jpg,,,,,NYX,
Wildly Whipped Lightweight Liquid Lipstick,Buxom," A plumping, lightweight liquid lipstick with an addictive whipped texture and soft matte finish. Create a wild lip look with this audacious, lightweight liquid lipstick. This seductive lipstick features an addictive whipped texture and soft matte finish while moisturizing butters give lips a cushiony feel. Lightweight and easy to apply, this edgy lipstick has the pigment of a liquid lipstick with the comfort of a gloss. ","
Liquid
",https://www.temptalia.com/wp-content/uploads/2017/04/buxom_wildly-whipped-lightweight-liquid-lipstick_centerfold.jpg,,,,,Buxom,
Vivid Baked Highlighter Powder,Makeup Revolution,"For an all year round bronzed look, use the buildable Vivid Baked Highlighter by Makeup Revolution. Provides a natural looking color which lasts all day. Revolution tip: Try using a wet brush for a more dramatic look.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/07/makeuprevolution_goldenlights001.jpg,,,,,Makeup Revolution,
Vivid Baked Bronzer Powder,Makeup Revolution,"For an all year round bronzed look, use the buildable Vivid Baked Bronzer by Makeup Revolution. Provides a natural looking color which lasts all day. Revolution tip: Try using a wet brush for a more dramatic bronze look.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/07/makeuprevolution_goldendays001.jpg,,,,,Makeup Revolution,
Artist Eye Colour Palette,Laura Mercier,An eye shadow palette featuring a curated collection of 12 shades inspired by cult-favorite Caviar Stick Eye Colour. ,"
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/07/lauramercier_eyeartcaviarpalette001.jpg,,,,,Laura Mercier,
Razor Sharp Water-Resistant Longwear Liquid Eyeliner,Urban Decay,"Liquid Liner was one of our original color products, and weâ€™re always reinventing and improving it. Since we can never get enough color, we also wanted to expand our range with more dimensional shades and multiple finishes. The name comes from one of our photographers, who used to look in the lens and whisper, â€œOoh, thatâ€™s razor sharp.â€ We thought the delivery was funny, but it also sounded like a good name for liquid liner. The precision brush really lives up to the monikerâ€”itâ€™s practically impossible to mess up. Still perfecting your technique? After giving the bottle a good shake, lean your elbow on a stable surface to keep your hand steady while you apply. Then, just draw down into your lashes so the upper part of the line is sharp and even.","
Liquid
",https://www.temptalia.com/wp-content/uploads/2016/07/urbandecay_bumpliquid001.jpg,,,,,Urban Decay,
Moondust Eyeshadow Palette,Urban Decay,"When we released Moondust Eyeshadow, makeup junkies everywhere went wild. A never-before-seen innovation in shadow, Moondust contains microfine bits of iridescent sparkle for a dazzling effect like no other. Now weâ€™ve got something that will send your glitter addiction into overdrive. Urban Decay introduces our first-ever Moondust Eyeshadow Paletteâ€”loaded with eight ALL-NEW shades. Thought you couldnâ€™t be any more obsessed with our most intensely sparkly shadow? Wait until you see whatâ€™s inside this highly anticipated paletteâ€”itâ€™s like a glimmering lunar rainbow! From Element (a beautiful peach with a cool shifty effect) and Lightyear (a vivid, saturated green) to Galaxy (the perfect smoky blue-gray), we pushed the envelope to create some of our most vibrant, unique Moondust shades yet.","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2016/07/urbandecay_moondustpalette001.jpg,,,,,Urban Decay,
All-Nighter Liquid Foundation,Urban Decay,"Cyclopentasiloxane, Water, Methyl Methacrylate Crosspolymer, Dimethicone, Isododecane, Butylene Glycol, Acrylates/Dimethicone Copolymer, PEG/PPG-18/18 Dimethicone, Phenyl Trimethicone, Magnesium Sulfate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Phenoxyethanol, Dimethicone Crosspolymer, Disteardimonium Hectorite, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Dimethicone Crosspolymer-3, Propylene Carbonate, Tocopherol. [+/- (All Shades May Contain): CI 77891 (Titanium Dioxide), CI 77491/77492/77499 (Iron Oxides)].","
Liquid
",https://www.temptalia.com/wp-content/uploads/2016/07/urbandecay_allnighter_3-25001.jpg,,,,,Urban Decay,
Trip the Light Fantastic Powder,MAC,"Just in time to commemorate the 50th anniversary of its small-screen debut, MÂ·AÂ·C has created this limited-edition collection to celebrate the powerful women of Star Trekâ€”both past and present. Each product comes wrapped in special packaging. Launch into orbit with this powder that transforms your skin upon contact. With swirls of complementing colors and luminous pearls, it provides sheer luminosity to your skin, is creamy to the touch and blends easily.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/07/mac_lunaluster001.jpg,,,,,MAC,
Custom Enhancer Drops (Bronzing),Cover FX,"Custom Enhancer Drops makes bringing adding a highlighting, strobing, or bronzing effect to any liquid cosmetic or skincare product easy. Add them to your favorite foundation, primer, serum, and moisturizer. Available in six universal shades, including four illuminators and two bronzers, these drops can also be used alone, even on top of powder, to create a buildable highlight or sunkissed tint. Custom Enhancer Drops were formulated with a high concentration of pearls that produce a lit-from-within glow without appearing too glittery or overdone. The more drops you use, the more luminosity youâ€™ll get. The result is a beautiful, camera-ready, radiant finish. ","
Liquid
",https://www.temptalia.com/wp-content/uploads/2016/07/coverfx_sunkissed001.jpg,,,,,Cover FX,
Dior Label Palette Blush,Dior,"Dior Dior Label Palette Blush is a Blush that retails for $65.00 and contains 0.35 oz. There are 1 shades that have been released, which you can select from below.","
Powder
",https://www.temptalia.com/wp-content/uploads/2016/07/dior_004label001.jpg,,,,,Dior,
Instant Look in a Palette,Charlotte Tilbury,"Charlotte Tilbury Instant Look in a Palette is a Makeup Palette that retails for $75.00 and contains 0.77 oz. There are 4 shades that have been released, which you can select from below.","
Makeup Palette
",https://www.temptalia.com/wp-content/uploads/2016/07/charlottetilbury_dolcevitainstant001.jpg,,,,,Charlotte Tilbury,
Gen Nude Matte Liquid Lipcolor,bareMinerals," A long-wearing, moisturizing, full-coverage, cream-to-matte lip color in a range of statement-making nude shades for all skin tones. When it comes to the nude lip, there is no such thing as one-size-fits-all color. Meet the next generation of nude: this next-level GEN NUDEâ„¢ Matte Liquid Lipcolor is a long-wearing, cream-to-matte color with a lightweight, non-tacky texture. Formulated with moisturizing ingredients to counteract dryness, this lip color glides on silky smooth and provides a subtle, vanilla scent. The flexible paddle applicator delivers full coverage in one sweep. For best results, wait 10 minutes before eating or drinking to allow the color to set. ","
Liquid
",https://www.temptalia.com/wp-content/uploads/2016/12/bareminerals_naughty001.jpg,,,,,bareMinerals,
Gen Nude Radiant Lipstick,bareMinerals,"A collection of creamy, moisturizing lipsticks in a range of flattering nude shades for all skin tones.When it comes to the nude lip, there is no such thing as one-size-fits-all color. Meet the next generation of nude: GEN NUDEâ„¢ Radiant Lipstick is an addictively creamy color with medium coverage and balmy shine. Itâ€™s formulated with natural oils and butters to moisturize, smooth, and condition lips while leaving behind a subtle vanilla scent. ","
Lipstick
",https://www.temptalia.com/wp-content/uploads/2016/09/bareminerals_gennudelipstick_baby001.jpg,,,,,bareMinerals,
